,Country,Year,ECCN Code,Description,Rank,Ranking
339,Netherlands,2018,9A619,Military Gas Turbine Engines and Related Commodities,5,Exceptions
340,Netherlands,2018,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101,6,Exceptions
341,Netherlands,2018,3A611,Military Electronics,7,Exceptions
342,Netherlands,2018,5D002,"""Software"" as follows (see List of Items Controlled)",8,Exceptions
343,Netherlands,2018,9A604,"Commodities Related to Launch Vehicles, Missiles, Rockets, torpedoes,",9,Exceptions
344,Netherlands,2018,No ECCN,No ECCN is required for License Exceptions TMP,10,Exceptions
345,Netherlands,2018,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101,1,NLR with ECCN
346,Netherlands,2018,5A991,Telecommunication Equip. Not Controlled by 5A001,2,NLR with ECCN
347,Netherlands,2018,5A992,Equipment not controlled by 5A002,3,NLR with ECCN
348,Netherlands,2018,3B991,Other Mfg/Test Equip. Not Controlled By 3B,4,NLR with ECCN
349,Netherlands,2018,4A994,Computers Not Controlled By 4A001 or 4A003,5,NLR with ECCN
350,Netherlands,2018,7A994,Other Navigation Direction Finding Equip. ... Not Controlled under 7A003,6,NLR with ECCN
351,Netherlands,2018,3A999,"Specific Processing Equip., N.E.S.",7,NLR with ECCN
352,Netherlands,2018,3A992,General Purpose Electronic Equip. Note Controlled by 3A002,8,NLR with ECCN
353,Netherlands,2018,3B001,Epitaxial Equip. for Semiconductors,9,NLR with ECCN
354,Netherlands,2018,8A992,"Vessels, Marine Systems or Equip. not Controlled by 8A001 or 8A002...",10,NLR with ECCN
355,Singapore,2018,9A610,Military Aircraft and Related Commodities,1,License
356,Singapore,2018,9A619,Military Gas Turbine Engines and Related Commodities,2,License
357,Singapore,2018,6A001,"Acoustic Systems, Equipment and ""Components""",3,License
358,Singapore,2018,2B230,Pressure Transducers,4,License
359,Singapore,2018,2B001,Machine tools/Numerical Control Units,5,License
360,Singapore,2018,7A103,"Instrumentation, Navigation Equip./Systems Not",6,License
361,Singapore,2018,5A002,Systems/Equip./Integrated Circuits for Info Sec,7,License
362,Singapore,2018,2A983,Explosives Or Detonator Detection Equip.,8,License
363,Singapore,2018,3A611,Military Electronics,9,License
364,Singapore,2018,2B352,Equip. for Handling Biological Materials,10,License
365,Singapore,2018,5A002,Information Security software related to encryption,1,Exceptions
366,Singapore,2018,2B350,Chemical Manufacturing Facilities and Equip.,2,Exceptions
367,Singapore,2018,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101,3,Exceptions
368,Singapore,2018,3A001,Electronic Components,4,Exceptions
369,Singapore,2018,9A610,Military Aircraft and Related Commodities,5,Exceptions
370,Singapore,2018,9A619,Military Gas Turbine Engines and Related Commodities,6,Exceptions
371,Singapore,2018,1C008,Ground Vehicles and Related Commodities,7,Exceptions
372,Singapore,2018,0A606,Non-Fluorinated Polymeric Substances,8,Exceptions
373,Singapore,2018,EAR99,Items subject to the EAR that are not elsewhere controlled,9,Exceptions
374,Singapore,2018,5D002,Information Security software related to encryption,10,Exceptions
375,Singapore,2018,EAR99,Items subject to the EAR that are not elsewhere controlled,1,NLR with ECCN
376,Singapore,2018,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101,2,NLR with ECCN
377,Singapore,2018,3B991,Other Mfg/Test Equip. Not Controlled By 3B001,3,NLR with ECCN
378,Singapore,2018,3A991,Electronic Devices and Components,4,NLR with ECCN
379,Singapore,2018,3B992,Equip. for the Inspection/Testing of Components not Controlled by 3B002,5,NLR with ECCN
380,Singapore,2018,5A992,Mass market Encryption Commodities not controlled by 5A002,6,NLR with ECCN
381,Singapore,2018,5A991,Telecommunication Equip. Not Controlled by 5A001,7,NLR with ECCN
382,Singapore,2018,4A994,Computers Not Controlled By 4A001 or 4A003,8,NLR with ECCN
383,Singapore,2018,7A994,Other Navigation Direction Finding Equip. ... Not Controlled under 7A003,9,NLR with ECCN
384,Singapore,2018,9A001,Aero Gas Turbine Engines,10,NLR with ECCN
385,Taiwan,2018,9A619,Military Gas Turbine Engines and Related Commodities,1,License
386,Taiwan,2018,9A610,Military Aircraft and Related Commodities,2,License
387,Taiwan,2018,3B001,Epitaxial Equip. for Semiconductors,3,License
388,Taiwan,2018,2B350,Chemical Manufacturing Facilities and Equip.,4,License
389,Taiwan,2018,3C004,"Hydrides of Phosphorus, Arsenic, Or Antimony",5,License
390,Taiwan,2018,3A611,Military Electronics,6,License
391,Taiwan,2018,3A233,Mass Spectrometers,7,License
392,Taiwan,2018,2B230,Pressure Transducers,8,License
393,Taiwan,2018,9A515,Spacecraft and Related Commodities,9,License
394,Taiwan,2018,3C002,Resist Materials,10,License
395,Taiwan,2018,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,Exceptions
396,Taiwan,2018,3A001,Electronic Components,2,Exceptions
397,Taiwan,2018,3C001,Hetero-Epitaxial Materials,3,Exceptions
398,Taiwan,2018,9A610,Military Aircraft and Related Commodities,4,Exceptions
399,Taiwan,2018,9A619,Military Gas Turbine Engines and Related Commodities,5,Exceptions
400,Taiwan,2018,3A992,General Purpose Electronic Equip. Note Controlled by 3A002,6,Exceptions
401,Taiwan,2018,3C006,"""Substrates"" Specified In 3C005 with At Least one Epitaxial Layer of S...",7,Exceptions
402,Taiwan,2018,3C004,"Hydrides of Phosphorus, Arsenic, Or Antimony",8,Exceptions
403,Taiwan,2018,3A002,General Purpose Electronic Equip.,9,Exceptions
404,Taiwan,2018,1C006,Fluids and Lubricating Materials,10,Exceptions
405,Taiwan,2018,3B991,Other Mfg/Test Equip. Not Controlled By 3B,1,NLR with ECCN
406,Taiwan,2018,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101,2,NLR with ECCN
407,Taiwan,2018,3A991,Electronic Devices and Components,3,NLR with ECCN
408,Taiwan,2018,5A991,Telecommunication Equip. Not Controlled by 5A001,4,NLR with ECCN
409,Taiwan,2018,3B992,Equip. for the Inspection/Testing of Components not Controlled by 3B002,5,NLR with ECCN
410,Taiwan,2018,4A994,Computers Not Controlled By 4A001 or 4A003,6,NLR with ECCN
411,Taiwan,2018,2B999,"Specific Processing Equip., N.E.S.",7,NLR with ECCN
412,Taiwan,2018,3A992,General Purpose Electronic Equip. Note Controlled by 3A002,8,NLR with ECCN
413,Taiwan,2018,7A994,Other Navigation Direction Finding Equip. ... Not Controlled under 7A003,9,NLR with ECCN
414,UAE,2018,3A611,Military Electronics,1,License
415,UAE,2018,9A610,Military Aircraft and Related Commodities,2,License
416,UAE,2018,9B610,"Test, Inspection, and Production Equip. and Related Commodities Specia...",3,License
417,UAE,2018,5A002,Systems/Equip./Integrated Circuits for Info Sec,4,License
418,UAE,2018,9A619,Military Gas Turbine Engines and Related Commodities,5,License
419,UAE,2018,2B001,Machine tools/Numerical Control Units,6,License
420,UAE,2018,1A004,Protective and Detection Equip.,7,License
421,UAE,2018,1A613,"Armored and Protective Equip., Constructions, and Components",8,License
422,UAE,2018,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101,9,License
423,UAE,2018,7B611,"Test/Inspec/Produ/Commodities, for Military Fire Control, Laser, Imaging",10,License
424,UAE,2018,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,Exceptions
425,UAE,2018,9A610,Military Aircraft and Related Commodities,2,Exceptions
426,UAE,2018,7A103,"Instrumentation, Navigation Equip./Systems Not",3,Exceptions
427,UAE,2018,3A611,Military Electronics,4,Exceptions
428,UAE,2018,9A619,Military Gas Turbine Engines and Related Commodities,5,Exceptions
429,UAE,2018,0A614,Military Training Equipment,6,Exceptions
430,UAE,2018,7A611,"Navigation and Avionics equipment and systems, and ""parts"",",7,Exceptions
431,UAE,2018,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101,8,Exceptions
432,UAE,2018,5A991,Telecommunication Equip. Not Controlled by 5A001,9,Exceptions
433,UAE,2018,EAR99,Items subject to the EAR that are not elsewhere controlled,10,Exceptions
434,UAE,2018,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101,1,NLR with ECCN
435,UAE,2018,5A992,Equipment not controlled by 5A002,2,NLR with ECCN
436,UAE,2018,2A291,Equip. related to Nuclear Material Handling and Processing...,3,NLR with ECCN
437,UAE,2018,7A994,Other Navigation Direction Finding Equip. ... Not Controlled under 7A003,4,NLR with ECCN
438,UAE,2018,5A991,Telecommunication Equip. Not Controlled by 5A001,5,NLR with ECCN
439,UAE,2018,2B999,"Specific Processing Equip., N.E.S.",6,NLR with ECCN
440,UAE,2018,4A994,Computers Not Controlled By 4A001 or 4A003,7,NLR with ECCN
441,UAE,2018,8A992,"Vessels, Marine Systems or Equip. not Controlled by 8A001 or 8A002...",8,NLR with ECCN
442,UAE,2018,3A999,"Specific Processing Equip., N.E.S.",9,NLR with ECCN
443,UAE,2018,1C355,Chemical Weapons Convention (Cwc) Schedule 2 and 3 Chemicals and Famil...,10,NLR with ECCN
444,Uk,2018,9A515,Spacecraft and Related Commodities,1,License
445,Uk,2018,9A610,Military Aircraft and Related Commodities,2,License
446,Uk,2018,9B610,"Test, Inspection, and Production Equip. and Related Commodities Specia...",3,License
447,Uk,2018,3A611,Military Electronics,4,License
448,Uk,2018,3A233,Mass Spectrometers,5,License
449,Uk,2018,3A001,Electronic Components,6,License
450,Uk,2018,2B201,Machine tools for Removing Or Cutting Metals,7,License
451,Uk,2018,9A619,Military Gas Turbine Engines and Related Commodities,8,License
452,Uk,2018,5A002,Systems/Equip./Integrated Circuits for Info Sec,9,License
453,Uk,2018,2B001,Machine tools/Numerical Control Units,10,License
454,Uk,2018,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,Exceptions
455,Uk,2018,3A611,Military Electronics,2,Exceptions
456,Uk,2018,9A619,Military Gas Turbine Engines and Related Commodities,3,Exceptions
457,Uk,2018,EAR99,Items subject to the EAR that are not elsewhere controlled,4,Exceptions
458,Uk,2018,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101,5,Exceptions
459,Uk,2018,7A103,"Instrumentation, Navigation Equip./Systems Not",6,Exceptions
460,Uk,2018,4A003,"“Digital Computers,” “Electronic assemblies",7,Exceptions
461,Uk,2018,No ECCN,No ECCN is required for License Exceptions TMP*,8,Exceptions
462,Uk,2018,5D002,"""Software"" as follows (see List of Items Controlled)",9,Exceptions
463,Uk,2018,3A002,General Purpose Electronic Equip,10,Exceptions
464,Uk,2018,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101...,1,NLR with ECCN
465,Uk,2018,5A991,Telecommunication Equip. Not Controlled by 5A001,2,NLR with ECCN
466,Uk,2018,5A992,Equipment not controlled by 5A002,3,NLR with ECCN
467,Uk,2018,5C991,Preforms of Glass Or of Any Other Material Optimized for the Manufactu...,4,NLR with ECCN
468,Uk,2018,1C999,"Specific Materials, N.E.S., as Follows (See List of Items Controlled)...",5,NLR with ECCN
469,Uk,2018,3A999,"Specific Processing Equip., N.E.S.",6,NLR with ECCN
470,Uk,2018,2B991,Numerical Control Units for Machine tools and “Numerically Controlled”...,7,NLR with ECCN
471,Uk,2018,7A994,Other Navigation Direction Finding Equip. ... Not Controlled under 7A003,8,NLR with ECCN
472,Uk,2018,3A992,General Purpose Electronic Equip. Note Controlled by 3A002,9,NLR with ECCN
473,Uk,2018,4A994,Computers Not Controlled By 4A001 or 4A003,10,NLR with ECCN
474,Ukraine,2018,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,License
475,Ukraine,2018,0A984,"Shotguns, Buckshot, Shotgun Shells",2,License
476,Ukraine,2018,3A981,Polygraphs/Fingerprint Analyzers/Cameras/Equip.,3,License
477,Ukraine,2018,1A613,"Armored and Protective Equip., Constructions, and Components",4,License
478,Ukraine,2018,6A003,Cameras,5,License
479,Ukraine,2018,0A987,Optical Sighting Devices for Firearms,6,License
480,Ukraine,2018,1A607,"Military dissemination ""equipment"" for riot control agents",7,License
481,Ukraine,2018,1A984,"Chemical Agents, Including Tear Gas",8,License
482,Ukraine,2018,7A103,"Instrumentation, Navigation Equip./Systems Not",9,License
483,Ukraine,2018,0A604,Commodities Related to Military Explosive Devices and Charges,10,License
484,Ukraine,2018,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,Exceptions
485,Ukraine,2018,3A611,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101,2,Exceptions
486,Ukraine,2018,9A991,No ECCN is required for License Exceptions TMP*,3,Exceptions
487,Ukraine,2018,0A987,Optical Sighting Devices for Firearms,4,Exceptions
488,Ukraine,2018,0A606,Ground Vehicles and Related Commodities,5,Exceptions
489,Ukraine,2018,1A004,Protective and Detection Equip.,6,Exceptions
490,Ukraine,2018,EAR99,Items subject to the EAR that are not elsewhere controlled,7,Exceptions
491,Ukraine,2018,5A992,Equipment not controlled by 5A002,8,Exceptions
492,Ukraine,2018,3A001,Electronic Components,9,Exceptions
493,Ukraine,2018,9A991,Military Electronics,10,Exceptions
494,Ukraine,2018,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101,1,NLR with ECCN
495,Ukraine,2018,5A991,Telecommunication Equip. Not Controlled by 5A001,2,NLR with ECCN
496,Ukraine,2018,1C992,Commercial Charges and Devices Containing Energetic Materials ...,3,NLR with ECCN
497,Ukraine,2018,5A992,Equipment not controlled by 5A002,4,NLR with ECCN
498,Ukraine,2018,2B999,"Specific Processing Equip., Ν.Ε.S.",5,NLR with ECCN
499,Ukraine,2018,7A994,Other Navigation Direction Finding Equip.... Not Controlled under 7A003,6,NLR with ECCN
500,Ukraine,2018,3A992,General Purpose Electronic Equip. Note Controlled by 3A002,7,NLR with ECCN
501,Ukraine,2018,18999,"Specific Processing Equip., N.E.S., as Follows (See List of Items Cont...",8,NLR with ECCN
502,Ukraine,2018,3A999,"Specific Processing Equip., N.E.S.",9,NLR with ECCN
503,Ukraine,2018,4A994,Computers Not Controlled By 4A001 or 4A003,10,NLR with ECCN
504,World,2018,9A610,Military Aircraft and Related Commodities,1,License
505,World,2018,9A515,Spacecraft and Related Commodities,2,License
506,World,2018,9A619,Military Gas Turbine Engines and Related Commodities,3,License
507,World,2018,3A611,Military Electronics,4,License
508,World,2018,0A606,Ground Vehicles and Related Commodities,5,License
509,World,2018,7A103,"Instrumentation, Navigation Equip./Systems Not",6,License
510,World,2018,2B350,Chemical Manufacturing Facilities and Equip.,7,License
511,World,2018,6A001,"Acoustic Systems, Equipment and ""Components""",8,License
512,World,2018,9A001,Aero Gas Turbine Engines,9,License
513,World,2018,9A604,"Commodities Related to Launch Vehicles, Missiles, Rockets, torpedoes",10,License
514,World,2018,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,Exceptions
515,World,2018,9A610,Military Aircraft and Related Commodities,2,Exceptions
516,World,2018,9A515,Spacecraft and Related Commodities,3,Exceptions
517,World,2018,N/A,No ECCN is required for license exception on TMP as per EAR 758.1.(g)(2),4,Exceptions
518,World,2018,9A619,Military Gas Turbine Engines and Related Commodities,5,Exceptions
519,World,2018,3A001,Electronic Components,6,Exceptions
520,World,2018,3A611,Military Electronics,7,Exceptions
521,World,2018,EAR99,Items subject to the EAR that are not elsewhere controlled,8,Exceptions
522,World,2018,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101,9,Exceptions
523,World,2018,5B002,"Information Security Test, Inspection and Production Equip., as follows",10,Exceptions
524,World,2018,9A991,Aircraft N.E.S. and Gas Turbine Engines not Controlled by 9A001 or 9A101,1,NLR with ECCN
525,World,2018,5A992,Equipment not Controlled by 5A002,2,NLR with ECCN
526,World,2018,4A994,Computers Not Controlled By 4A001 or 4A003,3,NLR with ECCN
527,World,2018,5A991,Telecommunication Equip. Not Controlled by 5A001,4,NLR with ECCN
528,World,2018,3B991,Other Mfg/Test Equip. Not Controlled By 3B,5,NLR with ECCN
529,World,2018,7A994,Other Navigation Direction Finding Equip. ... Not Controlled under 7A003,6,NLR with ECCN
530,World,2018,3A991,Electronic Devices and Components,7,NLR with ECCN
531,World,2018,3B992,Equip. for the Inspection/Testing of Components not Controlled by 3B002,8,NLR with ECCN
532,World,2018,2B999,"Specific Processing Equip., N.E.S.",9,NLR with ECCN
533,World,2018,3A999,"Specific Processing Equip., N.E.S",10,NLR with ECCN
534,Brazil,2019,9A610,Military Aircraft and Related Commodities,1,License
535,Brazil,2019,7A103,"Instrumentation, Navigation Equip./Systems Not",2,License
536,Brazil,2019,1C350,"Chemicals, Precursors for toxic Chemical Agents",3,License
537,Brazil,2019,5A002,Systems/Equip./Integrated Circuits for Info Sec,4,License
538,Brazil,2019,6A001,"Acoustic Systems, Equipment and ""Components""",5,License
539,Brazil,2019,5D002,Software as follows (see List of Items Controlled),6,License
540,Brazil,2019,7A003,Inertial Navigation Systems (Gimballed/Strapdown),7,License
541,Brazil,2019,9A515,Spacecraft and Related Commodities,8,License
542,Brazil,2019,6A003,Cameras,9,License
543,Brazil,2019,9A619,Military Gas Turbine Engines and Related Commodities,10,License
544,Brazil,2019,5A002,Systems/Equip./Integrated Circuits for Info Sec,1,Exceptions
